Cliente,Estado,Género,Valor de vida del cliente,Ingreso,Prima mensual del auto,Tipo de póliza,Clase del vehículo,Monto total de reclamo
IN91592,California,F,281067.10229999997,73858.0,72.0,Personal Auto,Four-Door Car,422.59237
WX37953,Oregon,F,278072.90469999996,94943.0,69.0,Personal Auto,Four-Door Car,387.545055
NL85206,California,F,257245.26340000003,72685.0,68.0,Personal Auto,Four-Door Car,14.464783
PR23514,California,M,766421.9255,60184.0,199.0,Personal Auto,Luxury SUV,161.61574
XZ23352,California,F,383974.6159,0.0,106.0,Corporate Auto,SUV,763.2
MX80067,California,M,250926.84530000002,74045.0,64.0,Personal Auto,Four-Door Car,307.2
HR10835,Nevada,M,1456609.246,52564.0,122.0,Personal Auto,SUV,42.131925
FR15942,Washington,M,322077.5528,19098.0,87.0,Personal Auto,Two-Door Car,417.6
GX22886,Arizona,M,319982.4902,78784.0,80.0,Personal Auto,Four-Door Car,239.964694
HQ70429,Washington,F,1604510.952,0.0,65.0,Personal Auto,Two-Door Car,163.046956
YT84266,Oregon,M,491891.62669999996,29256.0,63.0,Personal Auto,Four-Door Car,302.4
GH48715,Arizona,F,562375.7655999999,77912.0,71.0,Corporate Auto,Four-Door Car,23.89816
BN46866,Oregon,M,567746.5907,45345.0,72.0,Personal Auto,Four-Door Car,99.039453
CG94611,Oregon,M,301644.42250000004,25630.0,86.0,Corporate Auto,Two-Door Car,412.8
GK94889,California,M,527912.4682,22280.0,68.0,Personal Auto,Four-Door Car,169.414572
QN62538,Nevada,M,480393.5174,0.0,69.0,Corporate Auto,Four-Door Car,496.8
UQ13133,Nevada,M,260878.6334,61567.0,65.0,Personal Auto,Four-Door Car,39.532978
DI65961,Arizona,M,783256.9008000001,34644.0,66.0,Personal Auto,Four-Door Car,316.8
WQ85760,California,M,426033.573,26991.0,119.0,Corporate Auto,SUV,856.8
No35621,Arizona,M,236936.9299,49746.0,61.0,Personal Auto,Two-Door Car,624.42874
IA11644,California,M,2060401.627,0.0,72.0,Special Auto,Two-Door Car,723.010515
TV53243,Arizona,F,265206.7994,49625.0,66.0,Corporate Auto,Two-Door Car,261.549577
WV53081,Arizona,F,259786.4075,49308.0,65.0,Corporate Auto,Four-Door Car,150.235884
LL57541,California,F,771243.6971,63624.0,95.0,Personal Auto,Four-Door Car,175.243467
RP27249,Oregon,F,469888.415,80358.0,116.0,Personal Auto,SUV,443.637243
OT85112,Washington,M,340391.9366,38460.0,88.0,Personal Auto,Four-Door Car,91.55098
GV47847,California,M,435570.23010000004,0.0,64.0,Personal Auto,Two-Door Car,460.8
BB48165,California,F,1109597.445,0.0,101.0,Personal Auto,SUV,727.2
HH80006,Oregon,F,330068.4961,0.0,92.0,Personal Auto,Four-Door Car,711.323244
TH70115,California,M,698108.1694,34835.0,89.0,Personal Auto,Two-Door Car,294.691896
WE64781,Oregon,F,1692212.5189999999,93836.0,139.0,Corporate Auto,Sports Car,497.353106
KN27565,Oregon,M,763967.0244,34075.0,196.0,Special Auto,Luxury SUV,451.896687
LE85123,Oregon,M,1923777.089,35624.0,66.0,Personal Auto,Four-Door Car,227.44626
QF76244,Oregon,F,291564.99429999996,83218.0,72.0,Personal Auto,Four-Door Car,245.103885
PU73561,Arizona,F,419642.9642,24641.0,105.0,Personal Auto,SUV,504.0
HM38744,Oregon,M,1647316.905,22828.0,106.0,Corporate Auto,SUV,508.8
ST59524,Oregon,M,265757.0431,0.0,71.0,Personal Auto,Four-Door Car,340.8
EZ77297,California,M,326770.9691,28729.0,90.0,Personal Auto,Four-Door Car,338.744392
DR84843,Arizona,M,258453.28490000003,72731.0,65.0,Personal Auto,Four-Door Car,125.704164
MV54498,California,F,550391.9256999999,59932.0,71.0,Personal Auto,Four-Door Car,116.600107
EM85557,Washington,F,802106.7105,54292.0,67.0,Personal Auto,Four-Door Car,321.6
FY73682,California,M,1960635.999,0.0,194.0,Personal Auto,Luxury SUV,931.2
XT54610,California,F,190400.0852,0.0,63.0,Personal Auto,Four-Door Car,302.4
CE16324,Nevada,F,728829.7590999999,59414.0,91.0,Personal Auto,Two-Door Car,340.32278
KX75698,Oregon,M,555352.1059,96587.0,138.0,Personal Auto,SUV,749.244062
UV82770,California,M,1170234.8190000001,0.0,111.0,Personal Auto,SUV,532.8
MX95450,Oregon,F,3689779.765,0.0,133.0,Personal Auto,SUV,638.4
XF96605,California,M,295710.28510000004,94362.0,74.0,Personal Auto,Two-Door Car,195.405949
WQ75856,Oregon,F,1964354.421,84488.0,61.0,Personal Auto,Four-Door Car,208.885686
JG35886,California,F,411188.8285,65085.0,103.0,Personal Auto,Four-Door Car,480.073548
XY66810,California,F,1512299.194,0.0,72.0,Personal Auto,Two-Door Car,518.4
ON50913,California,F,1280709.0829999999,0.0,69.0,Special Auto,Four-Door Car,450.760925
LS59408,Arizona,M,250024.1685,0.0,67.0,Personal Auto,Four-Door Car,664.128009
XQ14689,Nevada,M,426070.9139,0.0,62.0,Personal Auto,Four-Door Car,446.4
QF55724,California,M,260953.31540000002,60798.0,66.0,Personal Auto,Four-Door Car,316.8
FD79560,Arizona,F,1079644.832,30761.0,69.0,Special Auto,Two-Door Car,331.2
KM18818,Arizona,F,259065.40420000002,25981.0,65.0,Personal Auto,Two-Door Car,77.54669
XA28126,California,M,2919981.072,67739.0,149.0,Personal Auto,SUV,270.373444
LJ93770,Arizona,F,419465.9772,25581.0,105.0,Personal Auto,SUV,429.695284
MK52711,California,F,1031452.484,99759.0,65.0,Personal Auto,Two-Door Car,74.463101
AZ68184,Washington,M,902830.7862,76514.0,112.0,Personal Auto,SUV,573.941286
NN52789,Arizona,M,395434.4534,18375.0,103.0,Personal Auto,Sports Car,535.080276
XC68458,California,M,608951.7361,21832.0,84.0,Personal Auto,Four-Door Car,403.2
AF49027,Arizona,F,1282742.831,0.0,117.0,Personal Auto,Two-Door Car,842.4
PR22184,California,F,913529.1575,95330.0,113.0,Corporate Auto,Sports Car,542.4
GM98732,California,F,790268.1227,0.0,106.0,Personal Auto,SUV,634.396608
NP66209,California,F,1482791.0550000002,0.0,68.0,Personal Auto,Two-Door Car,326.4
GA46608,Oregon,M,250083.4374,25899.0,63.0,Personal Auto,Four-Door Car,302.4
FZ79470,Arizona,F,539534.6288,0.0,74.0,Personal Auto,Four-Door Car,355.2
KR10942,Oregon,F,265161.59630000003,33201.0,66.0,Personal Auto,Two-Door Car,314.044227
AW86033,California,M,211989.43330000003,18287.0,61.0,Personal Auto,Two-Door Car,292.8
LM79063,Arizona,F,715547.1967000001,76506.0,89.0,Personal Auto,Two-Door Car,427.2
NB30963,California,M,599422.6432,41859.0,76.0,Personal Auto,Two-Door Car,166.1306
AO40386,Oregon,M,2264721.772,27504.0,91.0,Personal Auto,Four-Door Car,436.8
BN74259,Arizona,M,283379.7966,45360.0,73.0,Corporate Auto,Four-Door Car,350.4
XV69290,California,M,2233243.946,49078.0,97.0,Corporate Auto,Four-Door Car,484.013411
RE97741,California,M,584641.534,0.0,90.0,Personal Auto,Four-Door Car,648.0
HN69035,Arizona,F,286721.1836,91810.0,71.0,Corporate Auto,Four-Door Car,165.520952
SI48717,Oregon,M,1443566.453,70600.0,122.0,Personal Auto,SUV,636.982333
PJ67250,Arizona,F,523747.77430000005,33554.0,131.0,Special Auto,SUV,934.656068
SH85263,California,M,771091.2153,77642.0,64.0,Personal Auto,Two-Door Car,282.146354
WV37081,California,M,515857.6449,25963.0,66.0,Personal Auto,Four-Door Car,298.954932
No61408,California,F,541489.7604,57452.0,136.0,Personal Auto,SUV,652.8
DE91458,Washington,F,290374.9709,0.0,77.0,Personal Auto,Four-Door Car,491.66348
EP83939,Arizona,M,557575.1228,91416.0,69.0,Personal Auto,Four-Door Car,109.904496
IU17657,California,M,261640.9509,22000.0,69.0,Personal Auto,Two-Door Car,383.224514
EO95166,Oregon,M,461783.82050000003,41167.0,118.0,Personal Auto,Four-Door Car,554.957693
KX79225,Oregon,M,2012386.854,0.0,70.0,Personal Auto,Four-Door Car,504.0
EZ60033,California,F,320079.5405,0.0,86.0,Corporate Auto,Four-Door Car,412.8
KK58047,Oregon,M,858385.4912999999,53944.0,71.0,Personal Auto,Two-Door Car,340.8
JW62354,Nevada,F,434930.875,75648.0,108.0,Personal Auto,SUV,112.660916
TT18939,California,M,472959.35829999996,29414.0,64.0,Personal Auto,Four-Door Car,71.303109
IJ21010,Arizona,F,501500.9472,48567.0,130.0,Personal Auto,SUV,624.0
PZ31902,Arizona,F,579760.4861,69276.0,74.0,Personal Auto,Two-Door Car,201.327931
WD88540,California,M,347507.136,0.0,96.0,Personal Auto,Two-Door Car,460.8
IL67915,Arizona,F,854221.8195999999,50117.0,107.0,Corporate Auto,Four-Door Car,462.654347
VQ76590,Arizona,M,1647316.905,22828.0,106.0,Personal Auto,SUV,508.8
FJ60600,Oregon,F,677635.3402,0.0,96.0,Personal Auto,Four-Door Car,818.730215
MP53132,Oregon,F,971315.6736999999,0.0,136.0,Corporate Auto,SUV,979.2
XP96549,Oregon,F,442919.3391,20868.0,112.0,Personal Auto,SUV,537.6
VC34797,California,F,243553.5995,40921.0,62.0,Corporate Auto,Four-Door Car,10.560419
QV30663,Nevada,F,986350.2214,99654.0,121.0,Personal Auto,SUV,272.788141
AK90865,Oregon,F,820785.8271999999,0.0,110.0,Special Auto,Sports Car,686.90827
BX51438,Arizona,M,278144.6975,56218.0,72.0,Personal Auto,Four-Door Car,302.942519
DU38713,Arizona,F,580799.4569,70717.0,72.0,Personal Auto,Two-Door Car,37.28874
WQ13284,California,M,839527.2248999999,62989.0,71.0,Personal Auto,Four-Door Car,319.131547
JB36584,Arizona,M,1433392.489,41459.0,71.0,Personal Auto,Four-Door Car,340.8
WQ23548,California,F,1100354.385,0.0,102.0,Personal Auto,SUV,489.6
WZ98067,Oregon,M,404980.7215,42512.0,105.0,Personal Auto,Four-Door Car,77.479316
AQ11656,Arizona,M,214175.0757,0.0,61.0,Personal Auto,Four-Door Car,437.040616
KL14426,Nevada,F,507984.36250000005,83288.0,124.0,Personal Auto,SUV,353.397699
PG48617,California,M,289552.2489,46267.0,72.0,Personal Auto,Four-Door Car,231.969205
QB24570,Oregon,F,903121.4859,0.0,122.0,Corporate Auto,Sports Car,650.52179
NI68379,Oregon,M,655439.0004,74424.0,81.0,Personal Auto,Four-Door Car,388.8
RS92763,Oregon,F,748774.4636,0.0,72.0,Personal Auto,Four-Door Car,693.084662
PA75237,Nevada,M,1511889.548,58883.0,62.0,Corporate Auto,Two-Door Car,432.480275
LR35392,Oregon,M,900743.1501,41539.0,116.0,Personal Auto,Four-Door Car,556.8
KC22636,California,F,548893.1031,33881.0,68.0,Personal Auto,Four-Door Car,65.659137
IJ98317,California,F,723414.2952,86448.0,90.0,Personal Auto,Four-Door Car,59.853369
DY49235,Arizona,F,520575.12049999996,25237.0,69.0,Personal Auto,Four-Door Car,378.345883
EG94409,Nevada,F,469715.2892,0.0,67.0,Special Auto,Four-Door Car,482.4
GB59748,Arizona,F,620717.1357999999,49419.0,77.0,Personal Auto,Four-Door Car,203.296071
MP68135,Oregon,M,661581.5682999999,90414.0,83.0,Personal Auto,Four-Door Car,398.4
CZ56843,California,M,970850.4642,39930.0,86.0,Personal Auto,Four-Door Car,412.8
DJ47372,California,M,1083113.004,23202.0,96.0,Personal Auto,Four-Door Car,460.8
XZ51937,California,F,462680.1093,79487.0,114.0,Personal Auto,SUV,547.2
IZ27630,Oregon,M,674823.1187999999,68423.0,85.0,Personal Auto,Two-Door Car,324.413656
IM14119,Arizona,F,254206.388,84495.0,63.0,Special Auto,Two-Door Car,302.4
PN53766,California,M,545039.4878,43091.0,69.0,Corporate Auto,Four-Door Car,330.138332
DQ93036,Arizona,M,724386.5476,41951.0,91.0,Personal Auto,Four-Door Car,40.536151
WA70405,Nevada,M,830655.0901,89834.0,105.0,Personal Auto,SUV,504.0
NF51705,Nevada,M,273451.4945,92157.0,69.0,Corporate Auto,Two-Door Car,270.381385
LR37068,Oregon,F,1103066.148,35773.0,93.0,Personal Auto,Four-Door Car,446.4
EC18611,Nevada,M,340239.442,0.0,99.0,Personal Auto,Two-Door Car,475.2
NP88319,Oregon,F,694501.6955,15850.0,61.0,Corporate Auto,Two-Door Car,314.528138
AA11235,Nevada,F,256884.3396,11167.0,73.0,Personal Auto,Two-Door Car,350.4
DL55489,Oregon,M,576464.8599,21195.0,72.0,Corporate Auto,Four-Door Car,345.6
UU53919,Oregon,F,540354.6122,27430.0,68.0,Personal Auto,Two-Door Car,184.955105
JI11950,California,F,489923.17720000003,0.0,63.0,Personal Auto,Two-Door Car,302.4
QB82117,Oregon,M,904898.3447,0.0,119.0,Personal Auto,Sports Car,571.2
MR33456,Washington,M,809389.8245,59839.0,107.0,Personal Auto,SUV,513.6
YN17362,California,M,249676.6693,0.0,73.0,Corporate Auto,Two-Door Car,350.4
UR73910,California,M,260224.525,38166.0,67.0,Corporate Auto,Four-Door Car,236.842746
KG63751,Washington,M,675143.7153,0.0,95.0,Personal Auto,Four-Door Car,456.0
NK39001,Oregon,F,362168.88300000003,13457.0,94.0,Personal Auto,Two-Door Car,285.825083
HR85493,California,M,689608.8021,0.0,68.0,Personal Auto,Two-Door Car,326.4
QC50643,California,F,543869.6611,52721.0,136.0,Personal Auto,SUV,550.127548
LO90345,Oregon,F,1447258.3,22012.0,185.0,Corporate Auto,Luxury SUV,75.698305
WK64739,Arizona,F,235942.3599,19864.0,63.0,Corporate Auto,Four-Door Car,352.394515
QK88438,Arizona,F,532326.7311,55289.0,67.0,Personal Auto,Four-Door Car,134.124254
QX42433,California,M,739090.3278,30449.0,92.0,Personal Auto,Four-Door Car,501.092992
BH52611,California,F,1144750.71,27362.0,144.0,Personal Auto,SUV,422.78411
SA77508,Oregon,F,575485.3121,29460.0,72.0,Personal Auto,Four-Door Car,29.303915
HD99234,Oregon,F,1024424.3500000001,0.0,94.0,Personal Auto,Four-Door Car,451.2
DE37110,California,M,464556.9555,42532.0,118.0,Personal Auto,Sports Car,200.641734
DJ93289,California,F,488734.4366,66707.0,61.0,Personal Auto,Two-Door Car,71.980757
AC40767,Washington,M,249780.81739999997,68041.0,64.0,Personal Auto,Two-Door Car,165.570243
GA79817,Arizona,M,236911.15880000003,0.0,65.0,Corporate Auto,Four-Door Car,468.0
QH62059,California,M,449059.72490000003,0.0,64.0,Personal Auto,Four-Door Car,307.2
ZS35053,Arizona,M,371924.7732,40968.0,97.0,Personal Auto,Four-Door Car,465.6
II37804,Nevada,M,419803.00230000005,39913.0,106.0,Personal Auto,SUV,344.765129
GE63585,California,M,242071.18879999997,31710.0,62.0,Corporate Auto,Two-Door Car,199.551735
UV86903,California,F,446299.7006,0.0,73.0,Personal Auto,Two-Door Car,350.4
JL71713,California,F,629165.5714,89113.0,78.0,Personal Auto,Four-Door Car,219.362643
DO60145,Arizona,M,427003.43940000003,0.0,122.0,Personal Auto,SUV,725.870693
FC59209,California,F,246066.51750000002,0.0,67.0,Personal Auto,Four-Door Car,321.6
XQ74827,Arizona,F,1943562.9239999999,38688.0,249.0,Special Auto,Luxury Car,2294.631639
EY13576,Oregon,F,737407.7921,0.0,110.0,Personal Auto,SUV,528.0
US82810,California,F,1826953.6919999998,0.0,127.0,Corporate Auto,SUV,609.6
RC61383,Oregon,M,1192571.5350000001,28014.0,104.0,Personal Auto,SUV,631.594469
PO80505,Nevada,F,422327.4671,14170.0,109.0,Personal Auto,SUV,523.2
MD17521,Oregon,M,1029838.586,64825.0,129.0,Personal Auto,SUV,359.484342
YV93921,California,M,522974.1907,77357.0,67.0,Personal Auto,Four-Door Car,29.884537
JP64518,Nevada,M,240281.597,21629.0,62.0,Corporate Auto,Two-Door Car,298.626189
OI98135,Washington,M,393381.39930000005,25927.0,103.0,Personal Auto,SUV,674.973614
XS97845,Oregon,M,429983.88349999994,44388.0,113.0,Personal Auto,Four-Door Car,496.843023
DL20327,Oregon,F,763555.4626,54539.0,63.0,Personal Auto,Four-Door Car,287.453171
GD86131,California,F,272221.07070000004,17576.0,71.0,Corporate Auto,Four-Door Car,398.502948
ID21061,Arizona,F,729159.9536,84629.0,90.0,Personal Auto,Four-Door Car,411.671832
EN65835,Arizona,F,5875388.046,24964.0,185.0,Personal Auto,SUV,888.0
BE65350,Oregon,F,526103.7541,43573.0,66.0,Personal Auto,Two-Door Car,409.684798
GI82721,Arizona,F,1693829.8579999998,0.0,69.0,Corporate Auto,Four-Door Car,340.780156
YR84813,Oregon,M,1057594.816,0.0,105.0,Special Auto,Four-Door Car,756.0
JZ28301,Oregon,F,555233.1515,35011.0,70.0,Personal Auto,Four-Door Car,215.728468
HL40930,Oregon,M,715022.5367,63651.0,92.0,Personal Auto,Four-Door Car,224.711836
HL33607,Washington,M,871704.9833,83846.0,74.0,Personal Auto,Four-Door Car,355.2
WU21638,California,M,684758.8918,0.0,191.0,Personal Auto,Luxury SUV,1317.008182
AG32304,Nevada,F,541872.6536999999,39133.0,67.0,Personal Auto,Four-Door Car,90.524457
JX26859,California,M,352804.4252,31278.0,92.0,Personal Auto,Two-Door Car,441.6
KC75958,California,F,1646822.079,0.0,63.0,Personal Auto,Four-Door Car,685.12694
ZV32968,Oregon,M,728503.0983,44788.0,61.0,Personal Auto,Four-Door Car,386.031248
GU45597,Oregon,F,1696383.934,0.0,117.0,Corporate Auto,SUV,561.6
SO95845,California,F,580765.9307,62447.0,74.0,Personal Auto,Two-Door Car,133.977857
GL32197,Oregon,M,506826.4582,31475.0,64.0,Personal Auto,Four-Door Car,22.962412
SC11374,Nevada,F,879782.9643999999,80780.0,109.0,Corporate Auto,SUV,3.55
RT29777,Oregon,F,443990.0652,88613.0,111.0,Personal Auto,SUV,359.36848
OB73235,California,M,240445.94520000002,45949.0,62.0,Corporate Auto,Two-Door Car,110.556062
MV41462,Arizona,F,506663.4057,35596.0,64.0,Personal Auto,Two-Door Car,307.2
FM67585,California,M,589052.8761999999,76875.0,73.0,Personal Auto,Four-Door Car,17.375878
KG57925,California,M,241049.85729999997,41842.0,61.0,Corporate Auto,Two-Door Car,292.8
IY24560,California,M,528824.0125000001,28884.0,72.0,Corporate Auto,Four-Door Car,518.4
BV33510,Arizona,F,2641354.751,24631.0,83.0,Personal Auto,Four-Door Car,398.4
XA77673,Nevada,F,1623647.626,0.0,74.0,Personal Auto,Four-Door Car,680.753091
XN90861,Arizona,F,553457.6395,71560.0,69.0,Personal Auto,Two-Door Car,178.700204
WS84995,Nevada,M,920263.8440999999,0.0,80.0,Personal Auto,Four-Door Car,384.0
ZZ49347,Oregon,M,259243.7797,72421.0,65.0,Personal Auto,Four-Door Car,312.0
XX85323,Arizona,F,801985.6041,54702.0,199.0,Personal Auto,SUV,955.2
JO64487,California,F,694374.1597999999,0.0,76.0,Special Auto,Four-Door Car,547.2
TO55363,Oregon,F,1336786.5620000002,57335.0,67.0,Personal Auto,Two-Door Car,407.887715
UE67791,Arizona,M,588533.5302,0.0,67.0,Personal Auto,Two-Door Car,482.4
JN69287,California,M,347976.0165,35033.0,87.0,Personal Auto,Two-Door Car,490.638202
AT55072,Arizona,M,910389.97,65733.0,113.0,Personal Auto,Four-Door Car,684.948527
LV34368,California,M,481328.4447,0.0,69.0,Special Auto,Four-Door Car,472.611522
QU40939,Arizona,F,957575.7799999999,0.0,88.0,Personal Auto,Four-Door Car,633.6
IP94270,Arizona,F,1373613.25,16181.0,181.0,Personal Auto,SUV,1261.319869
KW33804,Nevada,M,809088.4414,86180.0,69.0,Personal Auto,Four-Door Car,48.051339
IA42992,Arizona,M,826711.9554999999,36881.0,104.0,Special Auto,SUV,499.2
CZ19025,Oregon,F,248916.729,47888.0,64.0,Personal Auto,Four-Door Car,545.083116
EN54716,Oregon,F,239557.00000000003,21986.0,63.0,Personal Auto,Two-Door Car,333.696228
UF27940,Washington,F,386330.9585,47199.0,100.0,Corporate Auto,SUV,480.0
QD36118,Oregon,F,517348.53190000006,0.0,69.0,Personal Auto,Four-Door Car,331.2
XI52305,California,M,498461.8655,86305.0,62.0,Personal Auto,Four-Door Car,80.73124
HZ25580,Washington,F,239619.2355,39062.0,61.0,Corporate Auto,Two-Door Car,346.991025
JY97451,California,F,263187.754,16976.0,69.0,Personal Auto,Four-Door Car,238.952528
US78266,California,F,699383.8856,0.0,65.0,Corporate Auto,Four-Door Car,468.0
SX25962,Arizona,M,1505553.8360000001,83283.0,193.0,Personal Auto,Luxury Car,273.702709
XQ12791,California,M,340188.1747,41972.0,86.0,Personal Auto,Four-Door Car,691.709371
EU59853,California,M,412661.326,34080.0,107.0,Personal Auto,Four-Door Car,220.644418
QR21417,California,F,446299.7006,0.0,73.0,Corporate Auto,Two-Door Car,350.4
CI27304,California,M,932009.0223999999,40269.0,81.0,Personal Auto,Four-Door Car,329.980754
WJ52097,Oregon,F,366374.0198,61894.0,91.0,Corporate Auto,Four-Door Car,436.8
FT65961,California,F,496220.8409,23300.0,63.0,Corporate Auto,Four-Door Car,339.906034
DP87594,Oregon,F,281675.8764,66023.0,70.0,Personal Auto,Two-Door Car,265.629611
KP96020,Arizona,F,433076.9101,39660.0,107.0,Corporate Auto,Sports Car,416.8496
HQ15974,Nevada,F,826287.9763999999,0.0,76.0,Personal Auto,Four-Door Car,32.508635
VE98553,Oregon,M,466664.3522,60466.0,117.0,Personal Auto,Four-Door Car,784.186389
ME44353,Oregon,F,587605.4314,32848.0,74.0,Personal Auto,Four-Door Car,250.454012
AE62631,Oregon,M,842772.3769,20662.0,72.0,Personal Auto,Two-Door Car,373.324673
GX29162,Arizona,F,1302393.29,64985.0,108.0,Personal Auto,Two-Door Car,16.425514
LY69932,Oregon,M,820959.982,68022.0,103.0,Personal Auto,Sports Car,494.4
YY74036,California,M,246423.8061,72834.0,65.0,Corporate Auto,Four-Door Car,91.941259
DP92488,Washington,F,272752.07690000004,74592.0,67.0,Personal Auto,Two-Door Car,321.6
FO74055,California,F,308601.3544,73938.0,76.0,Personal Auto,Two-Door Car,53.095599
GT97121,California,M,2206772.8,15999.0,83.0,Personal Auto,Four-Door Car,398.4
VF83291,Oregon,F,483605.42910000007,0.0,69.0,Personal Auto,Four-Door Car,632.081402
OU76593,Oregon,M,691203.963,0.0,96.0,Personal Auto,Four-Door Car,460.8
HO40387,California,M,257076.17650000003,0.0,72.0,Personal Auto,Two-Door Car,345.6
GR37045,Nevada,F,299169.60109999997,0.0,80.0,Corporate Auto,Four-Door Car,576.0
KZ84621,Nevada,F,825326.6590999999,62375.0,103.0,Personal Auto,SUV,411.228571
FR82361,Arizona,M,1047777.713,61427.0,88.0,Personal Auto,Four-Door Car,422.4
UM14883,California,M,1637372.73,64396.0,103.0,Special Auto,SUV,355.409311
UX32931,California,F,518494.945,49312.0,65.0,Corporate Auto,Four-Door Car,230.104769
QA68548,California,F,1063483.7110000001,0.0,61.0,Personal Auto,Two-Door Car,292.8
QV40364,California,F,1511440.2410000002,28513.0,100.0,Personal Auto,SUV,480.0
TY87896,California,M,1187589.915,0.0,108.0,Personal Auto,SUV,518.4
CV75841,California,M,436949.6687,97321.0,110.0,Personal Auto,Four-Door Car,74.744643
YO62357,California,F,743285.6751999999,58839.0,65.0,Personal Auto,Two-Door Car,18.965718
YN19139,Nevada,M,255876.2931,0.0,72.0,Corporate Auto,Four-Door Car,518.4
PE63707,Nevada,M,545217.1237,88567.0,67.0,Personal Auto,Four-Door Car,321.6
NS74173,Nevada,M,296807.7571,91646.0,74.0,Corporate Auto,Two-Door Car,57.678779
